Log file open, 01/03/23 14:22:57
[2023.01.03-06.23.07:328][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02_Cue.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Audio/Light02_Cue.uasset"
[2023.01.03-06.23.07:329][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Audio/Smoke01.uasset"
[2023.01.03-06.23.07:330][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01_Cue.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Audio/Smoke01_Cue.uasset"
[2023.01.03-06.23.07:330][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Background_Cue.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Audio/Starter_Background_Cue.uasset"
[2023.01.03-06.23.07:333][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Birds01.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Audio/Starter_Birds01.uasset"
[2023.01.03-06.23.07:340][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music01.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Audio/Starter_Music01.uasset"
[2023.01.03-06.23.07:340][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music_Cue.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Audio/Starter_Music_Cue.uasset"
[2023.01.03-06.23.07:343][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind05.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Audio/Starter_Wind05.uasset"
[2023.01.03-06.23.07:345][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind06.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Audio/Starter_Wind06.uasset"
[2023.01.03-06.23.07:347][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Audio/Steam01.uasset"
[2023.01.03-06.23.07:347][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01_Cue.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Audio/Steam01_Cue.uasset"
[2023.01.03-06.23.07:348][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/MaterialSphere.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/MaterialSphere.uasset"
[2023.01.03-06.23.07:348][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Bush.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_Bush.uasset"
[2023.01.03-06.23.07:349][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Chair.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_Chair.uasset"
[2023.01.03-06.23.07:349][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_CornerFrame.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_CornerFrame.uasset"
[2023.01.03-06.23.07:350][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Couch.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_Couch.uasset"
[2023.01.03-06.23.07:351][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Door.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_Door.uasset"
[2023.01.03-06.23.07:351][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_DoorFrame.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_DoorFrame.uasset"
[2023.01.03-06.23.07:352][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_GlassWindow.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_GlassWindow.uasset"
[2023.01.03-06.23.07:352][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset"
[2023.01.03-06.23.07:353][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Wall.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_Lamp_Wall.uasset"
[2023.01.03-06.23.07:353][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_PillarFrame.uasset"
[2023.01.03-06.23.07:354][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame300.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_PillarFrame300.uasset"
[2023.01.03-06.23.07:355][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Rock.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_Rock.uasset"
[2023.01.03-06.23.07:355][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Shelf.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_Shelf.uasset"
[2023.01.03-06.23.07:356][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Stairs.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_Stairs.uasset"
[2023.01.03-06.23.07:356][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Statue.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_Statue.uasset"
[2023.01.03-06.23.07:357][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_TableRound.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_TableRound.uasset"
[2023.01.03-06.23.07:357][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_WindowFrame.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Props/SM_WindowFrame.uasset"
[2023.01.03-06.23.07:358][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting.umap" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Maps/Advanced_Lighting.umap"
[2023.01.03-06.23.07:360][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset"
[2023.01.03-06.23.07:360][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default.umap" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Maps/Minimal_Default.umap"
[2023.01.03-06.23.07:362][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset"
[2023.01.03-06.23.07:363][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap.umap" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Maps/StarterMap.umap"
[2023.01.03-06.23.07:376][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap_BuiltData.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Maps/StarterMap_BuiltData.uasset"
[2023.01.03-06.23.07:377][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_AssetPlatform.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_AssetPlatform.uasset"
[2023.01.03-06.23.07:378][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Floor.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Basic_Floor.uasset"
[2023.01.03-06.23.07:378][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Wall.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Basic_Wall.uasset"
[2023.01.03-06.23.07:378][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset"
[2023.01.03-06.23.07:379][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_New.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Brick_Clay_New.uasset"
[2023.01.03-06.23.07:379][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset"
[2023.01.03-06.23.07:380][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset"
[2023.01.03-06.23.07:380][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset"
[2023.01.03-06.23.07:381][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset"
[2023.01.03-06.23.07:381][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset"
[2023.01.03-06.23.07:382][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset"
[2023.01.03-06.23.07:383][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset"
[2023.01.03-06.23.07:383][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset"
[2023.01.03-06.23.07:384][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Grime.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Concrete_Grime.uasset"
[2023.01.03-06.23.07:384][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Panels.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Concrete_Panels.uasset"
[2023.01.03-06.23.07:385][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Poured.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Concrete_Poured.uasset"
[2023.01.03-06.23.07:385][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Tiles.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Concrete_Tiles.uasset"
[2023.01.03-06.23.07:385][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Glass.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Glass.uasset"
[2023.01.03-06.23.07:386][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Grass.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Ground_Grass.uasset"
[2023.01.03-06.23.07:387][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Gravel.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Ground_Gravel.uasset"
[2023.01.03-06.23.07:388][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Moss.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Ground_Moss.uasset"
[2023.01.03-06.23.07:388][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset"
[2023.01.03-06.23.07:389][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset"
[2023.01.03-06.23.07:389][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Chrome.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Metal_Chrome.uasset"
[2023.01.03-06.23.07:389][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Copper.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Metal_Copper.uasset"
[2023.01.03-06.23.07:390][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Gold.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Metal_Gold.uasset"
[2023.01.03-06.23.07:390][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Rust.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Metal_Rust.uasset"
[2023.01.03-06.23.07:391][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Steel.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Metal_Steel.uasset"
[2023.01.03-06.23.07:391][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Basalt.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Rock_Basalt.uasset"
[2023.01.03-06.23.07:392][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset"
[2023.01.03-06.23.07:393][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Sandstone.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Rock_Sandstone.uasset"
[2023.01.03-06.23.07:393][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Slate.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Rock_Slate.uasset"
[2023.01.03-06.23.07:394][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset"
[2023.01.03-06.23.07:394][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset"
[2023.01.03-06.23.07:395][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset"
[2023.01.03-06.23.07:395][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Panel.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Tech_Panel.uasset"
[2023.01.03-06.23.07:396][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Water_Lake.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Water_Lake.uasset"
[2023.01.03-06.23.07:396][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Water_Ocean.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Water_Ocean.uasset"
[2023.01.03-06.23.07:397][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset"
[2023.01.03-06.23.07:397][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset"
[2023.01.03-06.23.07:398][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Oak.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Wood_Oak.uasset"
[2023.01.03-06.23.07:398][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Pine.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Wood_Pine.uasset"
[2023.01.03-06.23.07:399][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Walnut.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Materials/M_Wood_Walnut.uasset"
[2023.01.03-06.23.07:399][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cone.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Cone.uasset"
[2023.01.03-06.23.07:400][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cube.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Cube.uasset"
[2023.01.03-06.23.07:400][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cylinder.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Cylinder.uasset"
[2023.01.03-06.23.07:401][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset"
[2023.01.03-06.23.07:401][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Pipe.uasset"
[2023.01.03-06.23.07:402][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_180.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Pipe_180.uasset"
[2023.01.03-06.23.07:403][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_90.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Pipe_90.uasset"
[2023.01.03-06.23.07:403][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Plane.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Plane.uasset"
[2023.01.03-06.23.07:404][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset"
[2023.01.03-06.23.07:404][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Sphere.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Sphere.uasset"
[2023.01.03-06.23.07:405][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Torus.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Torus.uasset"
[2023.01.03-06.23.07:406][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Trim.uasset"
[2023.01.03-06.23.07:406][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset"
[2023.01.03-06.23.07:406][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset"
[2023.01.03-06.23.07:407][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_TriPyramid.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_TriPyramid.uasset"
[2023.01.03-06.23.07:408][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Tube.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Tube.uasset"
[2023.01.03-06.23.07:408][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_A.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Wedge_A.uasset"
[2023.01.03-06.23.07:408][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_B.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_Wedge_B.uasset"
[2023.01.03-06.23.07:409][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_WideCapsule.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Shapes/Shape_WideCapsule.uasset"
[2023.01.03-06.23.07:415][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Beveled_D.uasset" to "../../../../../../Z_Disktop/Notes/Unreal Engine 4/Projects/MyFirstGame/Content/StarterContent/Textures/T_Brick_Clay_Beveled_D.uasset"
